Country,Year,Month,As On Date,Foreign Exchange Reserve Type,"Rupees (UOM:INR(IndianRupees)), Scaling Factor:10000000","Us Dollars (UOM:USD(USDollars)), Scaling Factor:1000000","Volume (UOM:MT(MetricTonnes)), Scaling Factor:1","Special Drawing Rights (Sdrs) (UOM:Number), Scaling Factor:1000000"
India,"Financial Year (Apr - Mar), 2009","November, 2009",27-Nov-2009,Gold,82181.0,175000,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",27-Nov-2009,Reserve Tranche Position in IMF,6855.0,1484,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",27-Nov-2009,SDRs,24855.0,5310,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",27-Nov-2009,Total Reserves,1342415.0,2867230,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",02-Oct-2009,Foreign Currency Assets,1260943.0,2634650,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",02-Oct-2009,Gold,49556.0,103160,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",02-Oct-2009,Reserve Tranche Position in IMF,6502.0,1359,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",02-Oct-2009,SDRs,24886.0,5200,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",02-Oct-2009,Total Reserves,1341887.0,2803400,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",09-Oct-2009,Foreign Currency Assets,1231979.0,2649420,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",09-Oct-2009,Gold,49556.0,103160,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",09-Oct-2009,Reserve Tranche Position in IMF,6361.0,1368,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",09-Oct-2009,SDRs,24345.0,5235,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",09-Oct-2009,Total Reserves,1312241.0,2818610,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",16-Oct-2009,Foreign Currency Assets,1239564.0,2678980,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",16-Oct-2009,Gold,49556.0,103160,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",16-Oct-2009,Reserve Tranche Position in IMF,6347.0,1372,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",16-Oct-2009,SDRs,24293.0,5250,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",16-Oct-2009,Total Reserves,1319760.0,2848360,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",23-Oct-2009,Foreign Currency Assets,1246475.0,2683480,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",23-Oct-2009,Gold,49556.0,103160,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",23-Oct-2009,Reserve Tranche Position in IMF,7379.0,1589,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",23-Oct-2009,SDRs,24464.0,5267,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",23-Oct-2009,Total Reserves,1327874.0,2855200,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",30-Oct-2009,Foreign Currency Assets,1252740.0,2667680,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",30-Oct-2009,Gold,50718.0,108000,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",30-Oct-2009,Reserve Tranche Position in IMF,7426.0,1581,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",30-Oct-2009,SDRs,24618.0,5242,,
India,"Financial Year (Apr - Mar), 2009","October, 2009",30-Oct-2009,Total Reserves,1335502.0,2843910,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",04-Sep-2009,Foreign Currency Assets,1279240.0,2616570,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",04-Sep-2009,Gold,48041.0,98280,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",04-Sep-2009,Reserve Tranche Position in IMF,6583.0,1346,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",04-Sep-2009,SDRs,23554.0,4818,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",04-Sep-2009,Total Reserves,1357418.0,2776490,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",11-Sep-2009,Foreign Currency Assets,1283392.0,2645620,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",11-Sep-2009,Gold,48041.0,98280,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",11-Sep-2009,Reserve Tranche Position in IMF,6620.0,1365,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",11-Sep-2009,SDRs,25336.0,5223,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",11-Sep-2009,Total Reserves,1363389.0,2809780,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",18-Sep-2009,Foreign Currency Assets,1273653.0,2643530,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",18-Sep-2009,Gold,48041.0,98280,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",18-Sep-2009,Reserve Tranche Position in IMF,6577.0,1365,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",18-Sep-2009,SDRs,25171.0,5224,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",18-Sep-2009,Total Reserves,1353442.0,2807700,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",25-Sep-2009,Foreign Currency Assets,1264262.0,2634980,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",25-Sep-2009,Gold,48041.0,98280,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",25-Sep-2009,Reserve Tranche Position in IMF,6544.0,1364,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",25-Sep-2009,SDRs,25047.0,5220,,
India,"Financial Year (Apr - Mar), 2009","September, 2009",25-Sep-2009,Total Reserves,1343894.0,2799100,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",07-Aug-2009,Foreign Currency Assets,1245408.0,2602190,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",07-Aug-2009,Gold,46576.0,96710,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",07-Aug-2009,Reserve Tranche Position in IMF,6453.0,1348,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",07-Aug-2009,SDRs,3.0,1,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",07-Aug-2009,Total Reserves,1298440.0,2712390,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",14-Aug-2009,Foreign Currency Assets,1255067.0,2600100,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",14-Aug-2009,Gold,46576.0,96710,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",14-Aug-2009,Reserve Tranche Position in IMF,6487.0,1344,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",14-Aug-2009,SDRs,1.0,,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",14-Aug-2009,Total Reserves,1308131.0,2710250,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",21-Aug-2009,Foreign Currency Assets,1271813.0,2609380,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",21-Aug-2009,Gold,46576.0,96710,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",21-Aug-2009,Reserve Tranche Position in IMF,6572.0,1348,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",21-Aug-2009,SDRs,1.0,,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",21-Aug-2009,Total Reserves,1324962.0,2719570,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",28-Aug-2009,Foreign Currency Assets,1273175.0,2605230,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",28-Aug-2009,Gold,46576.0,96710,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",28-Aug-2009,Reserve Tranche Position in IMF,6584.0,1347,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",28-Aug-2009,SDRs,23560.0,4821,,
India,"Financial Year (Apr - Mar), 2009","August, 2009",28-Aug-2009,Total Reserves,1349895.0,2763620,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",03-Jul-2009,Foreign Currency Assets,1216219.0,2534320,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",03-Jul-2009,Gold,46914.0,98000,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",03-Jul-2009,Reserve Tranche Position in IMF,5968.0,1244,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",03-Jul-2009,SDRs,2.0,1,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",03-Jul-2009,Total Reserves,1269103.0,2644770,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",10-Jul-2009,Foreign Currency Assets,1231238.0,2528730,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",10-Jul-2009,Gold,46914.0,98000,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",10-Jul-2009,Reserve Tranche Position in IMF,6054.0,1243,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",10-Jul-2009,SDRs,3.0,1,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",10-Jul-2009,Total Reserves,1284209.0,2639170,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",17-Jul-2009,Foreign Currency Assets,1242265.0,2551380,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",17-Jul-2009,Gold,46914.0,98000,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",17-Jul-2009,Reserve Tranche Position in IMF,6078.0,1248,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",17-Jul-2009,SDRs,3.0,1,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",17-Jul-2009,Total Reserves,1295260.0,2661870,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",24-Jul-2009,Foreign Currency Assets,1241708.0,2566570,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",24-Jul-2009,Gold,46914.0,98000,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",24-Jul-2009,Reserve Tranche Position in IMF,6062.0,1253,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",24-Jul-2009,SDRs,3.0,1,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",24-Jul-2009,Total Reserves,1294687.0,2677110,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",31-Jul-2009,Foreign Currency Assets,1255197.0,2606310,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",31-Jul-2009,Gold,46576.0,96710,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",31-Jul-2009,Reserve Tranche Position in IMF,6444.0,1338,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",31-Jul-2009,SDRs,3.0,1,,
India,"Financial Year (Apr - Mar), 2009","July, 2009",31-Jul-2009,Total Reserves,1308220.0,2716410,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",05-Jun-2009,Foreign Currency Assets,1178730.0,2503670,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",05-Jun-2009,Gold,45417.0,96040,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",05-Jun-2009,Reserve Tranche Position in IMF,5861.0,1245,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",05-Jun-2009,SDRs,2.0,1,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",05-Jun-2009,Total Reserves,1230010.0,2612170,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",12-Jun-2009,Foreign Currency Assets,1198517.0,2527980,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",12-Jun-2009,Gold,45417.0,96040,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",12-Jun-2009,Reserve Tranche Position in IMF,5883.0,1241,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",12-Jun-2009,SDRs,2.0,1,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",12-Jun-2009,Total Reserves,1249819.0,2636440,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",19-Jun-2009,Foreign Currency Assets,1216763.0,2528080,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",19-Jun-2009,Gold,45417.0,96040,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",19-Jun-2009,Reserve Tranche Position in IMF,5965.0,1239,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",19-Jun-2009,SDRs,2.0,1,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",19-Jun-2009,Total Reserves,1268147.0,2636520,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",26-Jun-2009,Foreign Currency Assets,1230855.0,2537320,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",26-Jun-2009,Gold,45417.0,96040,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",26-Jun-2009,Reserve Tranche Position in IMF,6049.0,1247,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",26-Jun-2009,SDRs,3.0,1,,
India,"Financial Year (Apr - Mar), 2009","June, 2009",26-Jun-2009,Total Reserves,1282324.0,2645840,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",01-May-2009,Foreign Currency Assets,1212747.0,2414870,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",01-May-2009,Gold,46357.0,92310,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",01-May-2009,Reserve Tranche Position in IMF,4938.0,983,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",01-May-2009,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",01-May-2009,Total Reserves,1264048.0,2517020,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",08-May-2009,Foreign Currency Assets,1209091.0,2455010,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",08-May-2009,Gold,46357.0,92310,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",08-May-2009,Reserve Tranche Position in IMF,5949.0,1208,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",08-May-2009,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",08-May-2009,Total Reserves,1261403.0,2559410,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",15-May-2009,Foreign Currency Assets,1207799.0,2437540,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",15-May-2009,Gold,46357.0,92310,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",15-May-2009,Reserve Tranche Position in IMF,6049.0,1221,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",15-May-2009,SDRs,3.0,1,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",15-May-2009,Total Reserves,1260208.0,2542060,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",22-May-2009,Foreign Currency Assets,1180526.0,2501650,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",22-May-2009,Gold,46357.0,92310,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",22-May-2009,Reserve Tranche Position in IMF,5859.0,1242,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",22-May-2009,SDRs,2.0,1,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",22-May-2009,Total Reserves,1232744.0,2606390,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",29-May-2009,Foreign Currency Assets,1189136.0,2514560,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",29-May-2009,Gold,45417.0,96040,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",29-May-2009,Reserve Tranche Position in IMF,5886.0,1245,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",29-May-2009,SDRs,2.0,1,,
India,"Financial Year (Apr - Mar), 2009","May, 2009",29-May-2009,Total Reserves,1240441.0,2623060,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",03-Apr-2009,Foreign Currency Assets,1230323.0,2445970,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",03-Apr-2009,Gold,48793.0,95770,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",03-Apr-2009,Reserve Tranche Position in IMF,4953.0,985,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",03-Apr-2009,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",03-Apr-2009,Total Reserves,1284075.0,2551600,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",10-Apr-2009,Foreign Currency Assets,1209936.0,2424230,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",10-Apr-2009,Gold,48793.0,95770,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",10-Apr-2009,Reserve Tranche Position in IMF,4870.0,976,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",10-Apr-2009,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",10-Apr-2009,Total Reserves,1263605.0,2529770,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",17-Apr-2009,Foreign Currency Assets,1202517.0,2419060,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",17-Apr-2009,Gold,48793.0,95770,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",17-Apr-2009,Reserve Tranche Position in IMF,4851.0,976,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",17-Apr-2009,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",17-Apr-2009,Total Reserves,1256167.0,2524600,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",24-Apr-2009,Foreign Currency Assets,1211194.0,2425300,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",24-Apr-2009,Gold,48793.0,95770,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",24-Apr-2009,Reserve Tranche Position in IMF,4907.0,983,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",24-Apr-2009,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2009","April, 2009",24-Apr-2009,Total Reserves,1264900.0,2530910,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",06-Mar-2009,Foreign Currency Assets,1219383.0,2367270,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",06-Mar-2009,Gold,49440.0,97460,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",06-Mar-2009,Reserve Tranche Position in IMF,4212.0,818,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",06-Mar-2009,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",06-Mar-2009,Total Reserves,1273041.0,2472920,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",13-Mar-2009,Foreign Currency Assets,1230557.0,2381570,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",13-Mar-2009,Gold,49440.0,97460,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",13-Mar-2009,Reserve Tranche Position in IMF,4237.0,820,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",13-Mar-2009,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",13-Mar-2009,Total Reserves,1284240.0,2487240,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",20-Mar-2009,Foreign Currency Assets,1219596.0,2432380,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",20-Mar-2009,Gold,49440.0,97460,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",20-Mar-2009,Reserve Tranche Position in IMF,4215.0,841,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",20-Mar-2009,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",20-Mar-2009,Total Reserves,1273257.0,2538260,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",27-Mar-2009,Foreign Currency Assets,1221030.0,2415970,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",27-Mar-2009,Gold,49440.0,97460,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",27-Mar-2009,Reserve Tranche Position in IMF,4962.0,982,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",27-Mar-2009,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2008","March, 2009",27-Mar-2009,Total Reserves,1275438.0,2523260,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",06-Feb-2009,Foreign Currency Assets,1178370.0,2418160,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",06-Feb-2009,Gold,43549.0,88840,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",06-Feb-2009,Reserve Tranche Position in IMF,4042.0,829,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",06-Feb-2009,SDRs,15.0,3,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",06-Feb-2009,Total Reserves,1225976.0,2515320,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",13-Feb-2009,Foreign Currency Assets,1169170.0,2399770,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",13-Feb-2009,Gold,43549.0,88840,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",13-Feb-2009,Reserve Tranche Position in IMF,4042.0,830,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",13-Feb-2009,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",13-Feb-2009,Total Reserves,1216767.0,2496920,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",20-Feb-2009,Foreign Currency Assets,1195508.0,2398210,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",20-Feb-2009,Gold,43549.0,88840,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",20-Feb-2009,Reserve Tranche Position in IMF,4091.0,821,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",20-Feb-2009,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",20-Feb-2009,Total Reserves,1243154.0,2495270,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",27-Feb-2009,Foreign Currency Assets,1211002.0,2387150,,
India,"Financial Year (Apr - Mar), 2008","February, 2009",27-Feb-2009,Gold,49440.0,97460,,
